sample,response,population,percentage
sample03589,yes,monocyte,23.81
sample03590,yes,monocyte,19.29
sample03591,yes,monocyte,15.05
sample03592,yes,monocyte,26.78
sample03593,yes,monocyte,13.92
sample03621,yes,monocyte,24.9
sample03622,yes,monocyte,22.35
sample03623,yes,monocyte,14.13
sample03624,yes,monocyte,12.49
sample03625,yes,monocyte,27.09
sample03626,yes,monocyte,16.94
sample03747,yes,monocyte,22.57
sample03748,yes,monocyte,21.06
sample03749,yes,monocyte,22.03
sample03765,yes,monocyte,15.62
sample03766,yes,monocyte,20.64
sample03767,yes,monocyte,14.39
sample03789,yes,monocyte,21.66
sample03790,yes,monocyte,25.25
sample03791,yes,monocyte,24.17
sample03804,yes,monocyte,24.71
sample03805,yes,monocyte,17.58
sample03806,yes,monocyte,19.29
sample03819,yes,monocyte,16.78
sample03820,yes,monocyte,27.82
sample03821,yes,monocyte,33.69
sample03846,yes,monocyte,19.46
sample03847,yes,monocyte,16.38
sample03848,yes,monocyte,21.03
sample03852,yes,monocyte,19.74
sample03853,yes,monocyte,18.76
sample03854,yes,monocyte,24.29
sample03861,yes,monocyte,14.32
sample03862,yes,monocyte,16.38
sample03863,yes,monocyte,21.06
sample03885,yes,monocyte,22.66
sample03886,yes,monocyte,19.56
sample03887,yes,monocyte,13.7
sample03936,yes,monocyte,10.21
sample03937,yes,monocyte,23.67
sample03938,yes,monocyte,14.4
sample03942,yes,monocyte,22.46
sample03943,yes,monocyte,17.9
sample03944,yes,monocyte,30.7
sample03951,yes,monocyte,16.85
sample03952,yes,monocyte,18.6
sample03953,yes,monocyte,25.35
sample03963,yes,monocyte,18.32
sample03964,yes,monocyte,18.7
sample03965,yes,monocyte,32.55
sample03981,yes,monocyte,19.76
sample03982,yes,monocyte,16.34
sample03983,yes,monocyte,16.61
sample04014,yes,monocyte,14.02
sample04015,yes,monocyte,23.39
sample04016,yes,monocyte,9.26
sample04035,yes,monocyte,23.19
sample04036,yes,monocyte,14.68
sample04037,yes,monocyte,15.61
sample04047,yes,monocyte,24.62
sample04048,yes,monocyte,20.33
sample04049,yes,monocyte,16.82
sample04068,yes,monocyte,21.96
sample04069,yes,monocyte,16.78
sample04070,yes,monocyte,17.33
sample04128,yes,monocyte,18.71
sample04129,yes,monocyte,19.3
sample04130,yes,monocyte,22.2
sample04155,yes,monocyte,16.33
sample04156,yes,monocyte,17.84
sample04157,yes,monocyte,21.45
sample04170,yes,monocyte,16.56
sample04171,yes,monocyte,22.55
sample04172,yes,monocyte,18.49
sample04173,yes,monocyte,29.28
sample04174,yes,monocyte,27.94
sample04175,yes,monocyte,20.32
sample04188,yes,monocyte,17.74
sample04189,yes,monocyte,23.76
sample04190,yes,monocyte,27.6
sample04203,yes,monocyte,20.52
sample04204,yes,monocyte,18.79
sample04205,yes,monocyte,19.4
sample04224,yes,monocyte,21.56
sample04225,yes,monocyte,17.87
sample04226,yes,monocyte,19.27
sample04266,yes,monocyte,19.68
sample04267,yes,monocyte,22.81
sample04268,yes,monocyte,23.58
sample04284,yes,monocyte,17.09
sample04285,yes,monocyte,15.48
sample04286,yes,monocyte,34.09
sample04293,yes,monocyte,28.92
sample04294,yes,monocyte,21.55
sample04295,yes,monocyte,22.51
sample04296,yes,monocyte,15.94
sample04297,yes,monocyte,27.12
sample04298,yes,monocyte,16.0
sample04302,yes,monocyte,19.61
sample04303,yes,monocyte,18.54
sample04304,yes,monocyte,15.66
sample04347,yes,monocyte,18.22
sample04348,yes,monocyte,19.62
sample04349,yes,monocyte,26.29
sample04368,yes,monocyte,34.64
sample04369,yes,monocyte,24.86
sample04370,yes,monocyte,14.96
sample04377,yes,monocyte,21.29
sample04378,yes,monocyte,24.29
sample04379,yes,monocyte,25.02
sample04434,yes,monocyte,14.26
sample04435,yes,monocyte,20.77
sample04436,yes,monocyte,32.69
sample04461,yes,monocyte,30.38
sample04462,yes,monocyte,21.66
sample04463,yes,monocyte,14.82
sample04491,yes,monocyte,16.91
sample04492,yes,monocyte,20.16
sample04493,yes,monocyte,13.88
sample07506,yes,monocyte,15.73
sample07507,yes,monocyte,26.56
sample07508,yes,monocyte,14.83
sample07527,yes,monocyte,16.84
sample07528,yes,monocyte,16.72
sample07529,yes,monocyte,13.65
sample07551,yes,monocyte,27.24
sample07552,yes,monocyte,13.69
sample07553,yes,monocyte,22.4
sample07560,yes,monocyte,14.39
sample07561,yes,monocyte,16.01
sample07562,yes,monocyte,12.6
sample07575,yes,monocyte,23.2
sample07576,yes,monocyte,18.25
sample07577,yes,monocyte,17.01
sample07587,yes,monocyte,25.64
sample07588,yes,monocyte,15.08
sample07589,yes,monocyte,21.69
sample07593,yes,monocyte,24.04
sample07594,yes,monocyte,23.62
sample07595,yes,monocyte,23.64
sample07614,yes,monocyte,18.66
sample07615,yes,monocyte,20.03
sample07616,yes,monocyte,14.62
sample07647,yes,monocyte,15.19
sample07648,yes,monocyte,30.85
sample07649,yes,monocyte,35.53
sample07665,yes,monocyte,25.3
sample07666,yes,monocyte,23.83
sample07667,yes,monocyte,20.63
sample07725,yes,monocyte,20.58
sample07726,yes,monocyte,24.53
sample07727,yes,monocyte,20.78
sample07761,yes,monocyte,21.98
sample07762,yes,monocyte,24.44
sample07763,yes,monocyte,15.08
sample07800,yes,monocyte,13.85
sample07801,yes,monocyte,21.88
sample07802,yes,monocyte,21.98
sample07821,yes,monocyte,23.44
sample07822,yes,monocyte,20.34
sample07823,yes,monocyte,20.41
sample07824,yes,monocyte,27.65
sample07825,yes,monocyte,13.01
sample07826,yes,monocyte,16.59
sample07827,yes,monocyte,13.65
sample07828,yes,monocyte,28.03
sample07829,yes,monocyte,18.08
sample07836,yes,monocyte,22.39
sample07837,yes,monocyte,18.96
sample07838,yes,monocyte,23.82
sample07905,yes,monocyte,21.61
sample07906,yes,monocyte,19.84
sample07907,yes,monocyte,19.91
sample07968,yes,monocyte,23.74
sample07969,yes,monocyte,26.87
sample07970,yes,monocyte,21.69
sample08040,yes,monocyte,15.57
sample08041,yes,monocyte,16.31
sample08042,yes,monocyte,17.33
sample08055,yes,monocyte,15.39
sample08056,yes,monocyte,24.56
sample08057,yes,monocyte,21.46
sample08085,yes,monocyte,17.99
sample08086,yes,monocyte,19.79
sample08087,yes,monocyte,19.85
sample08121,yes,monocyte,13.31
sample08122,yes,monocyte,30.45
sample08123,yes,monocyte,20.05
sample08127,yes,monocyte,11.35
sample08128,yes,monocyte,19.85
sample08129,yes,monocyte,21.6
sample08151,yes,monocyte,17.22
sample08152,yes,monocyte,27.29
sample08153,yes,monocyte,21.77
sample08166,yes,monocyte,29.74
sample08167,yes,monocyte,24.15
sample08168,yes,monocyte,12.24
sample08178,yes,monocyte,8.63
sample08179,yes,monocyte,28.61
sample08180,yes,monocyte,13.73
sample08199,yes,monocyte,18.84
sample08200,yes,monocyte,14.99
sample08201,yes,monocyte,28.98
sample08247,yes,monocyte,20.69
sample08248,yes,monocyte,16.62
sample08249,yes,monocyte,12.58
sample08274,yes,monocyte,21.58
sample08275,yes,monocyte,30.51
sample08276,yes,monocyte,21.47
sample08289,yes,monocyte,19.12
sample08290,yes,monocyte,20.77
sample08291,yes,monocyte,26.93
sample08298,yes,monocyte,16.35
sample08299,yes,monocyte,18.24
sample08300,yes,monocyte,17.37
sample08328,yes,monocyte,26.39
sample08329,yes,monocyte,16.39
sample08330,yes,monocyte,12.71
sample08337,yes,monocyte,16.38
sample08338,yes,monocyte,26.57
sample08339,yes,monocyte,20.6
sample08349,yes,monocyte,10.4
sample08350,yes,monocyte,12.19
sample08351,yes,monocyte,19.96
sample08352,yes,monocyte,23.29
sample08353,yes,monocyte,15.77
sample08354,yes,monocyte,21.19
sample08361,yes,monocyte,12.92
sample08362,yes,monocyte,19.87
sample08363,yes,monocyte,20.44
sample08388,yes,monocyte,26.7
sample08389,yes,monocyte,19.46
sample08390,yes,monocyte,14.98
sample08403,yes,monocyte,22.59
sample08404,yes,monocyte,21.78
sample08405,yes,monocyte,19.1
sample08442,yes,monocyte,18.64
sample08443,yes,monocyte,19.7
sample08444,yes,monocyte,24.81
sample08466,yes,monocyte,16.74
sample08467,yes,monocyte,23.48
sample08468,yes,monocyte,19.91
sample08481,yes,monocyte,20.41
sample08482,yes,monocyte,27.3
sample08483,yes,monocyte,23.13
sample08568,yes,monocyte,21.79
sample08569,yes,monocyte,21.84
sample08570,yes,monocyte,15.26
sample08583,yes,monocyte,17.07
sample08584,yes,monocyte,32.79
sample08585,yes,monocyte,20.88
sample08595,yes,monocyte,19.91
sample08596,yes,monocyte,17.88
sample08597,yes,monocyte,21.2
sample08610,yes,monocyte,17.8
sample08611,yes,monocyte,24.94
sample08612,yes,monocyte,14.51
sample08655,yes,monocyte,27.06
sample08656,yes,monocyte,19.74
sample08657,yes,monocyte,21.43
sample08685,yes,monocyte,26.24
sample08686,yes,monocyte,19.9
sample08687,yes,monocyte,19.76
sample08706,yes,monocyte,15.57
sample08707,yes,monocyte,19.41
sample08708,yes,monocyte,19.12
sample08718,yes,monocyte,13.72
sample08719,yes,monocyte,16.45
sample08720,yes,monocyte,21.65
sample08724,yes,monocyte,27.25
sample08725,yes,monocyte,18.45
sample08726,yes,monocyte,25.09
sample08769,yes,monocyte,23.06
sample08770,yes,monocyte,26.97
sample08771,yes,monocyte,23.01
sample08781,yes,monocyte,18.87
sample08782,yes,monocyte,17.38
sample08783,yes,monocyte,16.71
sample08829,yes,monocyte,15.77
sample08830,yes,monocyte,26.23
sample08831,yes,monocyte,18.84
sample08832,yes,monocyte,26.31
sample08833,yes,monocyte,15.25
sample08834,yes,monocyte,17.82
sample08853,yes,monocyte,20.11
sample08854,yes,monocyte,15.1
sample08855,yes,monocyte,16.77
sample08856,yes,monocyte,23.94
sample08857,yes,monocyte,12.43
sample08858,yes,monocyte,14.97
sample08895,yes,monocyte,26.57
sample08896,yes,monocyte,26.42
sample08897,yes,monocyte,20.61
sample08913,yes,monocyte,15.75
sample08914,yes,monocyte,22.89
sample08915,yes,monocyte,18.28
sample08925,yes,monocyte,27.1
sample08926,yes,monocyte,18.6
sample08927,yes,monocyte,13.44
sample08943,yes,monocyte,20.32
sample08944,yes,monocyte,37.64
sample08945,yes,monocyte,18.53
sample08946,yes,monocyte,20.81
sample08947,yes,monocyte,21.23
sample08948,yes,monocyte,20.45
sample08970,yes,monocyte,17.01
sample08971,yes,monocyte,8.48
sample08972,yes,monocyte,14.57
sample08979,yes,monocyte,17.26
sample08980,yes,monocyte,20.36
sample08981,yes,monocyte,23.89
sample09009,yes,monocyte,21.16
sample09010,yes,monocyte,11.8
sample09011,yes,monocyte,19.03
sample09018,yes,monocyte,15.84
sample09019,yes,monocyte,16.37
sample09020,yes,monocyte,10.8
sample09024,yes,monocyte,15.99
sample09025,yes,monocyte,15.86
sample09026,yes,monocyte,22.82
sample09072,yes,monocyte,22.33
sample09073,yes,monocyte,14.01
sample09074,yes,monocyte,21.22
sample09081,yes,monocyte,15.03
sample09082,yes,monocyte,14.78
sample09083,yes,monocyte,27.52
sample09087,yes,monocyte,17.78
sample09088,yes,monocyte,15.39
sample09089,yes,monocyte,32.01
sample09102,yes,monocyte,9.21
sample09103,yes,monocyte,13.94
sample09104,yes,monocyte,19.99
sample09114,yes,monocyte,23.34
sample09115,yes,monocyte,12.34
sample09116,yes,monocyte,20.41
sample09129,yes,monocyte,23.99
sample09130,yes,monocyte,16.82
sample09131,yes,monocyte,18.02
sample09144,yes,monocyte,23.64
sample09145,yes,monocyte,16.03
sample09146,yes,monocyte,17.3
sample09162,yes,monocyte,22.07
sample09163,yes,monocyte,24.92
sample09164,yes,monocyte,21.17
sample09171,yes,monocyte,15.24
sample09172,yes,monocyte,16.81
sample09173,yes,monocyte,18.3
sample09180,yes,monocyte,19.51
sample09181,yes,monocyte,19.35
sample09182,yes,monocyte,17.42
sample09198,yes,monocyte,20.54
sample09199,yes,monocyte,17.9
sample09200,yes,monocyte,16.61
sample09243,yes,monocyte,17.27
sample09244,yes,monocyte,14.94
sample09245,yes,monocyte,16.74
sample09300,yes,monocyte,14.53
sample09301,yes,monocyte,20.73
sample09302,yes,monocyte,16.88
sample09390,yes,monocyte,20.92
sample09391,yes,monocyte,29.15
sample09392,yes,monocyte,20.07
sample09393,yes,monocyte,15.77
sample09394,yes,monocyte,25.84
sample09395,yes,monocyte,18.1
sample09441,yes,monocyte,16.08
sample09442,yes,monocyte,20.83
sample09443,yes,monocyte,13.62
sample09450,yes,monocyte,16.41
sample09451,yes,monocyte,28.59
sample09452,yes,monocyte,20.34
sample09459,yes,monocyte,19.7
sample09460,yes,monocyte,19.72
sample09461,yes,monocyte,14.26
sample09468,yes,monocyte,13.99
sample09469,yes,monocyte,17.25
sample09470,yes,monocyte,15.87
sample09486,yes,monocyte,29.55
sample09487,yes,monocyte,13.43
sample09488,yes,monocyte,28.01
sample09489,yes,monocyte,16.23
sample09490,yes,monocyte,27.77
sample09491,yes,monocyte,13.81
sample09495,yes,monocyte,15.65
sample09496,yes,monocyte,24.21
sample09497,yes,monocyte,14.78
sample09513,yes,monocyte,17.54
sample09514,yes,monocyte,21.03
sample09515,yes,monocyte,17.61
sample09519,yes,monocyte,22.73
sample09520,yes,monocyte,21.19
sample09521,yes,monocyte,22.67
sample09546,yes,monocyte,17.88
sample09547,yes,monocyte,25.48
sample09548,yes,monocyte,23.45
sample09573,yes,monocyte,14.1
sample09574,yes,monocyte,18.2
sample09575,yes,monocyte,12.75
sample09579,yes,monocyte,21.98
sample09580,yes,monocyte,21.67
sample09581,yes,monocyte,18.26
sample09582,yes,monocyte,19.17
sample09583,yes,monocyte,27.44
sample09584,yes,monocyte,26.08
sample09591,yes,monocyte,20.28
sample09592,yes,monocyte,18.84
sample09593,yes,monocyte,30.35
sample09597,yes,monocyte,27.25
sample09598,yes,monocyte,19.81
sample09599,yes,monocyte,17.91
sample09606,yes,monocyte,17.85
sample09607,yes,monocyte,18.32
sample09608,yes,monocyte,19.96
sample09612,yes,monocyte,17.67
sample09613,yes,monocyte,16.69
sample09614,yes,monocyte,17.66
sample09615,yes,monocyte,16.95
sample09616,yes,monocyte,17.99
sample09617,yes,monocyte,18.43
sample09666,yes,monocyte,22.48
sample09667,yes,monocyte,17.12
sample09668,yes,monocyte,16.68
sample09690,yes,monocyte,14.52
sample09691,yes,monocyte,22.14
sample09692,yes,monocyte,25.01
sample09699,yes,monocyte,17.79
sample09700,yes,monocyte,17.38
sample09701,yes,monocyte,17.0
sample09705,yes,monocyte,14.27
sample09706,yes,monocyte,17.6
sample09707,yes,monocyte,25.17
sample09720,yes,monocyte,30.02
sample09721,yes,monocyte,19.16
sample09722,yes,monocyte,15.91
sample09783,yes,monocyte,25.92
sample09784,yes,monocyte,19.42
sample09785,yes,monocyte,19.13
sample09798,yes,monocyte,21.97
sample09799,yes,monocyte,19.61
sample09800,yes,monocyte,26.36
sample09909,yes,monocyte,22.21
sample09910,yes,monocyte,15.78
sample09911,yes,monocyte,22.91
sample09924,yes,monocyte,20.5
sample09925,yes,monocyte,18.15
sample09926,yes,monocyte,25.08
sample09963,yes,monocyte,16.98
sample09964,yes,monocyte,15.03
sample09965,yes,monocyte,18.02
sample09978,yes,monocyte,18.5
sample09979,yes,monocyte,13.3
sample09980,yes,monocyte,22.62
sample09990,yes,monocyte,21.83
sample09991,yes,monocyte,15.65
sample09992,yes,monocyte,18.97
sample09996,yes,monocyte,17.04
sample09997,yes,monocyte,13.82
sample09998,yes,monocyte,19.82
sample10038,yes,monocyte,36.55
sample10039,yes,monocyte,17.9
sample10040,yes,monocyte,21.09
sample10041,yes,monocyte,18.8
sample10042,yes,monocyte,24.72
sample10043,yes,monocyte,19.73
sample10095,yes,monocyte,23.4
sample10096,yes,monocyte,22.06
sample10097,yes,monocyte,25.24
sample10116,yes,monocyte,17.91
sample10117,yes,monocyte,20.32
sample10118,yes,monocyte,10.97
sample10125,yes,monocyte,22.99
sample10126,yes,monocyte,20.4
sample10127,yes,monocyte,23.15
sample10128,yes,monocyte,16.62
sample10129,yes,monocyte,19.07
sample10130,yes,monocyte,26.39
sample10131,yes,monocyte,20.44
sample10132,yes,monocyte,20.05
sample10133,yes,monocyte,18.96
sample10140,yes,monocyte,24.41
sample10141,yes,monocyte,24.34
sample10142,yes,monocyte,22.68
sample10179,yes,monocyte,17.94
sample10180,yes,monocyte,15.31
sample10181,yes,monocyte,16.69
sample10197,yes,monocyte,17.81
sample10198,yes,monocyte,15.7
sample10199,yes,monocyte,22.23
sample10233,yes,monocyte,22.18
sample10234,yes,monocyte,19.34
sample10235,yes,monocyte,17.16
sample10248,yes,monocyte,15.84
sample10249,yes,monocyte,17.69
sample10250,yes,monocyte,10.36
sample10323,yes,monocyte,18.82
sample10324,yes,monocyte,27.66
sample10325,yes,monocyte,19.62
sample10335,yes,monocyte,23.87
sample10336,yes,monocyte,14.17
sample10337,yes,monocyte,33.18
sample10341,yes,monocyte,17.68
sample10342,yes,monocyte,9.33
sample10343,yes,monocyte,17.87
sample10347,yes,monocyte,17.1
sample10348,yes,monocyte,19.52
sample10349,yes,monocyte,20.48
sample10356,yes,monocyte,18.81
sample10357,yes,monocyte,20.01
sample10358,yes,monocyte,11.57
sample10383,yes,monocyte,17.84
sample10384,yes,monocyte,12.48
sample10385,yes,monocyte,19.84
sample10386,yes,monocyte,19.94
sample10387,yes,monocyte,19.21
sample10388,yes,monocyte,15.12
sample10392,yes,monocyte,26.63
sample10393,yes,monocyte,28.83
sample10394,yes,monocyte,24.32
sample10410,yes,monocyte,21.04
sample10411,yes,monocyte,21.73
sample10412,yes,monocyte,15.86
sample10443,yes,monocyte,19.23
sample10444,yes,monocyte,16.41
sample10445,yes,monocyte,20.34
sample10491,yes,monocyte,16.66
sample10492,yes,monocyte,20.41
sample10493,yes,monocyte,18.67
sample00000,no,nk_cell,14.87
sample00001,no,nk_cell,18.02
sample00002,no,nk_cell,18.83
sample00006,no,nk_cell,12.68
sample00007,no,nk_cell,22.98
sample00008,no,nk_cell,19.51
sample00009,no,nk_cell,18.85
sample00010,no,nk_cell,12.28
sample00011,no,nk_cell,15.05
sample00072,no,nk_cell,17.73
sample00073,no,nk_cell,18.54
sample00074,no,nk_cell,16.87
sample00081,no,nk_cell,15.63
sample00082,no,nk_cell,17.31
sample00083,no,nk_cell,18.63
sample00123,no,nk_cell,16.92
sample00124,no,nk_cell,13.54
sample00125,no,nk_cell,12.36
sample00153,no,nk_cell,17.37
sample00154,no,nk_cell,20.62
sample00155,no,nk_cell,15.25
sample00174,no,nk_cell,21.27
sample00175,no,nk_cell,12.67
sample00176,no,nk_cell,13.41
sample00186,no,nk_cell,14.92
sample00187,no,nk_cell,13.34
sample00188,no,nk_cell,13.79
sample00189,no,nk_cell,10.25
sample00190,no,nk_cell,12.94
sample00191,no,nk_cell,12.55
sample00213,no,nk_cell,15.35
sample00214,no,nk_cell,13.17
sample00215,no,nk_cell,11.39
sample00243,no,nk_cell,17.56
sample00244,no,nk_cell,16.31
sample00245,no,nk_cell,8.94
sample00249,no,nk_cell,15.67
sample00250,no,nk_cell,18.68
sample00251,no,nk_cell,13.97
sample00285,no,nk_cell,11.62
sample00286,no,nk_cell,15.67
sample00287,no,nk_cell,15.64
sample00402,no,nk_cell,10.06
sample00403,no,nk_cell,10.77
sample00404,no,nk_cell,25.8
sample00411,no,nk_cell,14.47
sample00412,no,nk_cell,19.06
sample00413,no,nk_cell,15.51
sample00414,no,nk_cell,19.43
sample00415,no,nk_cell,14.81
sample00416,no,nk_cell,10.79
sample00435,no,nk_cell,13.02
sample00436,no,nk_cell,18.88
sample00437,no,nk_cell,12.16
sample00459,no,nk_cell,18.09
sample00460,no,nk_cell,16.07
sample00461,no,nk_cell,14.37
sample00465,no,nk_cell,19.16
sample00466,no,nk_cell,9.36
sample00467,no,nk_cell,10.15
sample00471,no,nk_cell,13.91
sample00472,no,nk_cell,15.28
sample00473,no,nk_cell,21.42
sample00480,no,nk_cell,24.01
sample00481,no,nk_cell,18.26
sample00482,no,nk_cell,13.28
sample00492,no,nk_cell,15.87
sample00493,no,nk_cell,18.95
sample00494,no,nk_cell,12.55
sample00513,no,nk_cell,12.99
sample00514,no,nk_cell,16.53
sample00515,no,nk_cell,20.89
sample00516,no,nk_cell,15.65
sample00517,no,nk_cell,11.34
sample00518,no,nk_cell,21.44
sample00522,no,nk_cell,18.14
sample00523,no,nk_cell,18.28
sample00524,no,nk_cell,16.19
sample00534,no,nk_cell,17.91
sample00535,no,nk_cell,16.52
sample00536,no,nk_cell,16.6
sample00585,no,nk_cell,12.73
sample00586,no,nk_cell,8.39
sample00587,no,nk_cell,14.24
sample00588,no,nk_cell,18.13
sample00589,no,nk_cell,16.23
sample00590,no,nk_cell,15.72
sample00624,no,nk_cell,12.64
sample00625,no,nk_cell,13.59
sample00626,no,nk_cell,9.27
sample00639,no,nk_cell,11.28
sample00640,no,nk_cell,10.21
sample00641,no,nk_cell,7.2
sample00693,no,nk_cell,18.61
sample00694,no,nk_cell,23.25
sample00695,no,nk_cell,15.59
sample00696,no,nk_cell,15.13
sample00697,no,nk_cell,15.61
sample00698,no,nk_cell,10.15
sample00717,no,nk_cell,12.35
sample00718,no,nk_cell,14.34
sample00719,no,nk_cell,13.9
sample00726,no,nk_cell,19.05
sample00727,no,nk_cell,20.15
sample00728,no,nk_cell,11.74
sample00756,no,nk_cell,12.68
sample00757,no,nk_cell,14.49
sample00758,no,nk_cell,8.39
sample00798,no,nk_cell,14.17
sample00799,no,nk_cell,11.57
sample00800,no,nk_cell,10.74
sample00807,no,nk_cell,19.71
sample00808,no,nk_cell,14.93
sample00809,no,nk_cell,17.57
sample00849,no,nk_cell,13.29
sample00850,no,nk_cell,18.27
sample00851,no,nk_cell,14.11
sample00867,no,nk_cell,21.3
sample00868,no,nk_cell,20.23
sample00869,no,nk_cell,14.55
sample00918,no,nk_cell,13.57
sample00919,no,nk_cell,18.26
sample00920,no,nk_cell,10.92
sample00966,no,nk_cell,15.46
sample00967,no,nk_cell,13.94
sample00968,no,nk_cell,17.01
sample00987,no,nk_cell,10.1
sample00988,no,nk_cell,21.24
sample00989,no,nk_cell,14.46
sample01011,no,nk_cell,17.47
sample01012,no,nk_cell,16.02
sample01013,no,nk_cell,17.28
sample01023,no,nk_cell,16.76
sample01024,no,nk_cell,10.54
sample01025,no,nk_cell,13.83
sample01041,no,nk_cell,19.29
sample01042,no,nk_cell,13.75
sample01043,no,nk_cell,19.48
sample01053,no,nk_cell,22.47
sample01054,no,nk_cell,15.2
sample01055,no,nk_cell,13.27
sample01062,no,nk_cell,15.8
sample01063,no,nk_cell,25.83
sample01064,no,nk_cell,7.59
sample01110,no,nk_cell,14.23
sample01111,no,nk_cell,16.48
sample01112,no,nk_cell,11.09
sample01134,no,nk_cell,11.73
sample01135,no,nk_cell,17.61
sample01136,no,nk_cell,9.62
sample01137,no,nk_cell,14.52
sample01138,no,nk_cell,13.55
sample01139,no,nk_cell,15.91
sample01143,no,nk_cell,13.9
sample01144,no,nk_cell,11.2
sample01145,no,nk_cell,15.46
sample01152,no,nk_cell,13.77
sample01153,no,nk_cell,11.88
sample01154,no,nk_cell,17.98
sample01161,no,nk_cell,13.06
sample01162,no,nk_cell,16.99
sample01163,no,nk_cell,12.57
sample01218,no,nk_cell,17.03
sample01219,no,nk_cell,10.68
sample01220,no,nk_cell,15.62
sample01227,no,nk_cell,28.32
sample01228,no,nk_cell,14.92
sample01229,no,nk_cell,13.55
sample01230,no,nk_cell,15.64
sample01231,no,nk_cell,12.67
sample01232,no,nk_cell,13.12
sample01242,no,nk_cell,15.8
sample01243,no,nk_cell,11.41
sample01244,no,nk_cell,10.81
sample01314,no,nk_cell,19.51
sample01315,no,nk_cell,17.57
sample01316,no,nk_cell,11.57
sample01344,no,nk_cell,15.3
sample01345,no,nk_cell,16.54
sample01346,no,nk_cell,12.41
sample01386,no,nk_cell,17.54
sample01387,no,nk_cell,10.53
sample01388,no,nk_cell,22.4
sample01395,no,nk_cell,21.91
sample01396,no,nk_cell,9.92
sample01397,no,nk_cell,12.3
sample01413,no,nk_cell,16.07
sample01414,no,nk_cell,14.68
sample01415,no,nk_cell,15.0
sample01431,no,nk_cell,16.18
sample01432,no,nk_cell,16.37
sample01433,no,nk_cell,14.27
sample01542,no,nk_cell,17.67
sample01543,no,nk_cell,10.81
sample01544,no,nk_cell,12.56
sample01554,no,nk_cell,16.42
sample01555,no,nk_cell,7.29
sample01556,no,nk_cell,18.43
sample01587,no,nk_cell,10.22
sample01588,no,nk_cell,8.36
sample01589,no,nk_cell,14.66
sample01611,no,nk_cell,10.64
sample01612,no,nk_cell,14.4
sample01613,no,nk_cell,15.02
sample01674,no,nk_cell,23.34
sample01675,no,nk_cell,13.37
sample01676,no,nk_cell,16.97
sample01680,no,nk_cell,14.89
sample01681,no,nk_cell,12.64
sample01682,no,nk_cell,13.59
sample01686,no,nk_cell,14.65
sample01687,no,nk_cell,15.68
sample01688,no,nk_cell,24.88
sample01701,no,nk_cell,11.55
sample01702,no,nk_cell,19.12
sample01703,no,nk_cell,14.72
sample01722,no,nk_cell,14.67
sample01723,no,nk_cell,7.62
sample01724,no,nk_cell,10.64
sample01752,no,nk_cell,10.56
sample01753,no,nk_cell,14.55
sample01754,no,nk_cell,17.8
sample01767,no,nk_cell,9.85
sample01768,no,nk_cell,15.36
sample01769,no,nk_cell,16.14
sample01803,no,nk_cell,13.5
sample01804,no,nk_cell,23.33
sample01805,no,nk_cell,10.75
sample01809,no,nk_cell,12.74
sample01810,no,nk_cell,13.7
sample01811,no,nk_cell,23.41
sample01812,no,nk_cell,13.29
sample01813,no,nk_cell,13.27
sample01814,no,nk_cell,14.31
sample01848,no,nk_cell,16.93
sample01849,no,nk_cell,17.19
sample01850,no,nk_cell,9.74
sample01866,no,nk_cell,14.18
sample01867,no,nk_cell,20.27
sample01868,no,nk_cell,13.97
sample01875,no,nk_cell,17.85
sample01876,no,nk_cell,14.85
sample01877,no,nk_cell,14.95
sample01884,no,nk_cell,21.13
sample01885,no,nk_cell,14.09
sample01886,no,nk_cell,8.71
sample01893,no,nk_cell,19.85
sample01894,no,nk_cell,11.95
sample01895,no,nk_cell,20.07
sample01914,no,nk_cell,12.42
sample01915,no,nk_cell,22.55
sample01916,no,nk_cell,13.13
sample01926,no,nk_cell,11.67
sample01927,no,nk_cell,15.67
sample01928,no,nk_cell,17.47
sample01932,no,nk_cell,20.06
sample01933,no,nk_cell,12.59
sample01934,no,nk_cell,11.57
sample01968,no,nk_cell,13.18
sample01969,no,nk_cell,19.01
sample01970,no,nk_cell,15.78
sample01986,no,nk_cell,13.88
sample01987,no,nk_cell,20.81
sample01988,no,nk_cell,17.09
sample01992,no,nk_cell,19.01
sample01993,no,nk_cell,12.08
sample01994,no,nk_cell,13.64
sample02010,no,nk_cell,18.83
sample02011,no,nk_cell,7.84
sample02012,no,nk_cell,10.82
sample02016,no,nk_cell,15.09
sample02017,no,nk_cell,9.47
sample02018,no,nk_cell,11.17
sample02040,no,nk_cell,12.13
sample02041,no,nk_cell,17.14
sample02042,no,nk_cell,13.11
sample02046,no,nk_cell,10.4
sample02047,no,nk_cell,22.83
sample02048,no,nk_cell,9.3
sample02061,no,nk_cell,12.29
sample02062,no,nk_cell,20.61
sample02063,no,nk_cell,15.83
sample02109,no,nk_cell,10.74
sample02110,no,nk_cell,18.39
sample02111,no,nk_cell,11.02
sample02148,no,nk_cell,17.81
sample02149,no,nk_cell,20.03
sample02150,no,nk_cell,15.87
sample02169,no,nk_cell,8.07
sample02170,no,nk_cell,15.83
sample02171,no,nk_cell,14.59
sample02205,no,nk_cell,18.48
sample02206,no,nk_cell,12.5
sample02207,no,nk_cell,13.05
sample02214,no,nk_cell,15.27
